"ID","SCHOOL","GRADE","COURSE","AGE","GENDER","COUNTRY.BIRTH","AGE.GERMANY","EDUCATION","DEGREE.MOTHER","DEGREE.FATHER","DOM1","DOM2","DOM3","DOM4","DOM5","ACQ1","ACQ1.PLACE","ACQ2","ACQ2.PLACE","ACQ3","ACQ3.PLACE","ACQ4","ACQ4.PLACE","ACQ5","ACQ5.PLACE","EXP1","EXP2","EXP3","EXP4","EXP5","SUM.EXP","LANG.LEARN","START.ENG","FLUENT.ENG","START.READ","FLUENT.READ","START.WRITE","FLUENT.WRITE","MONTHS.COUNTRY","MONTHS.FAMILY","MONTHS.SCHOOL","PROF.SPEAK","PROF.UNDER","PROF.READ","PROF.WRITE","INFL.FRIENDS","INFL.FAMILY","INFL.READ","INFL.CLASS","INFL.SELFSTUDY","INFL.TV","INFL.SOCIALMEDIA","INFL.MUSIC","EXPO.FRIENDS","EXPO.FAMILY","EXPO.READ","EXPO.CLASS","EXPO.SELFSTUDY","EXPO.TV","EXPO.SOCIALMEDIA","EXPO.MUSIC","SUM.EXPO","ENG.COURSE","ENG.GRADE","GER.COURSE","GER.GRADE","PERS1","PERS2","PERS3","PERS4","PERS5","PERS6","PERS7","PERS8","PERS9","PERS10","PERS11","PERS12","PERS13","PERS14","PERS15","PERS16","PERS17","PERS18","READ1.BOOKS","READ1.MAGA","READ1.GAMES","READ1.SMEDIA","READ1.APPS","READ1.WEB","READ2.BOOKS","READ2.MAGA","READ2.GAMES","READ2.SMEDIA","READ2.APPS","READ2.WEB","READ.FRIENDS","LexTALE.eng.w","LexTALE.eng.nw","LexTALE.ger.w","LexTALE.ger.nw","NVLT.1000","NVLT.2000","NVLT.3000","NVLT.4000","NVLT.5000","VLT.ACAD","VLT.10000"
"c10g64","c","10","gk4",15,"Male","Germany",0,10,"IDK","Vocational education","German","Other","English","Latin",NA,"German","Home","Other","Home","English","School","Latin","School",NA,NA,65,15,15,5,0,100,5,8,NA,8,13,9,NA,0,0,0,4,8,9,5,4,"4",9,10,9,9,9,9,0,0,15,30,5,15,20,15,100,NA,8,NA,8,2,3,2,4,4,3,4,4,4,4,3,3,2,2,4,4,2,3,1,1,5,4,4,3,1,1,4,4,4,2,2,30,10,37,13,30,28,26,21,20,27,18
"c10g65","c","10","gk4",16,"Female","Germany",0,10,"(Fach-)Abitur","Bachelor, Diplom","German","Turkish","English","Latin","French","Turkish","Home","German","Home","English","School","French","School","Latin ","School",20,50,30,8,2,110,5,8,15,14,12,10.5,14,0,0,0,8,9,7,6,0,"0",9,9,9,9,9,6,0,0,20,20,20,20,15,5,100,NA,11,NA,14,2.5,4.5,1.5,1,2,2,2,3,4,3,4,2,1,4,3,2,1,3.5,3,1,1,3,3,2,3,1,1,3,3,2,4.5,26,12,32,17,30,26,22,20,16,23,6
"c10g66","c","10","gk5",15,"Female","Germany",0,9.5,"IDK","Bachelor, Diplom","German","English","French","Latin",NA,"German","Home","English","School","French","School","Latin","School",NA,NA,85,10,0,5,0,100,5,6,11,6,12,6,13,0,0,0,7,7,8,7,3,"4",6,9,9,4,7,6,4,0,5,40,10,1,10,30,100,NA,11,NA,14,2,4,2,2,2,2,3,2,4,3,4,2,2,3,2,4,2,5,1,1,1,6,1,3,1,1,1,6,1,3,2,20,13,29,16,28,19,17,15,12,19,5
"c10g67","c","10","gk5",16,"Female","Germany",0,9.5,"Hauptschulabschluss","Hauptschulabschluss","German","English","Dutch","French",NA,"German","Home","English","School","Dutch","School","French","School",NA,NA,40,30,25,5,0,100,6.5,7,10,10,11,11,11,0,0,0,8,8,10,9,2,"3",7,7,10,10,10,10,0,0,0,40,10,20,10,20,100,NA,8,NA,11,3,4,1,2,1,4,2,2,4,4,4,1,3,3,3,2,1,5,1,2,1,3,3,2,1,2,1,3,3,2,4,21,13,28,18,28,25,17,19,17,19,9
"c10g68","c","10","gk5",15,"Male","Germany",0,9.5,"Bachelor, Diplom","Master, Staatsexamen","German","English","Latin",NA,NA,"German","Home","English","School","Latin","School",NA,NA,NA,NA,90,8,2,0,0,100,3,6,11,14,12,10,NA,0,0,0,3,8,6,4,1,"0",2,7,2,8,8,8,0,0,0,10,0,40,40,10,100,NA,8,NA,11,4,5,1,2,1,4,3,1,4,4,4,3,3,5,4,2,1,4,1,1,3,4,2,2,1,1,2,4,1,1,4,22,10,37,19,26,19,8,16,0,0,0
"c10g69","c","10","gk5",15,"Female","Germany",0,9.5,"Bachelor, Diplom","Master, Staatsexamen","German","English","French","Latin",NA,"German","Home","English","School","French","School","Latin","School",NA,NA,75,17,4,4,0,100,6,8,15,9,14,10,NA,0,0,0,8,9,8,4,2,"3",3,10,7,10,9,9,2,2,1,40,5,20,10,20,100,NA,8,NA,11,3,3,3,4,2,3,2,3,4,4,3,3,2,3,2,3,2,4,1,2,1,5,5,4,1,1,1,5,4,3,3,18,10,37,19,30,24,17,21,12,21,3
"c10g70","c","10","gk5",15,"Female","Germany",0,NA,"IDK","Bachelor, Diplom","German","Other","English",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,75,10,15,0,0,100,5,6,NA,9,NA,9,NA,0.25,0.25,0,8,3,9,7,0,"0",7,10,8,9,1,7,0,0,5,70,10,5,0,10,100,NA,14,NA,11,4,1,1,3,1,4,2,1,5,5,4,2,2,4,1,5,4,5,1,1,1,2,2,2,1,1,1,2,1,1,3,24,12,33,16,28,19,11,14,17,15,6
"c10g71","c","10","gk5",NA,"Male","Other",4,9.5,"No degree","No degree","German","Other","English","French","Other","Other","Home","German","Community","English","School","French","School","Other","Home",45,45,7,0,3,100,5,4,11,5,9,6,12,1,0,0,8,10,10,7,0,"2",7,5,0,10,10,9,0,0,3,7,0,20,60,10,100,NA,11,NA,8,5,4,2,3,1,4,1,2,3,4,5,1,2,1,3,4,4,5,1,1,6,6,4,2,1,1,6,6,6,1,5,26,15,33,19,28,29,29,28,26,27,22
"c10g72","c","10","gk5",18,"Female","Germany",0,12,"Master, Staatsexamen","Doctorate","German","English","French",NA,NA,"German","Home","English","School","French","Home",NA,NA,NA,NA,60,35,5,0,0,100,4,7,15,15,17,9,13,0,0,0,8,10,8,8,3,"2",9,10,5,10,8,9,2,3,25,20,5,30,5,10,100,NA,14,NA,11,2,3,2,4,1,2,5,1,3,4,2,4,1,5,4,2,4,5,3,1,1,4,4,4,3,1,1,6,4,4,5,27,19,35,19,30,30,29,30,29,30,23
"c10g73","c","10","gk5",15,"Male","Germany",0,9,"IDK","IDK","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,75,23,2,0,0,100,5,5,12,8,12,8,12,0,0,0,8,8,8,8,4,"0",8,8,9,3,10,1,0,0,0,30,5,0,50,15,100,NA,14,NA,14,3,4,2,3,1,1,4,3,2,4,3,2,1,4,1,3,1,3,1,1,2,6,2,2,1,1,2,6,2,1,3,16,18,20,20,30,24,26,24,20,26,5
"c10g74","c","10","gk5",16,"Female","Germany",0,9.5,"(Fach-)Abitur","(Fach-)Abitur","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,60,35,5,0,0,100,5,6.5,NA,6,8,7,10,0,1,0,6,6,7,5,5,"5",6,6,5,8,7,7,5,10,1,50,10,15,4,5,100,NA,11,NA,11,2,4,3,3,2,4,3,2,3,4,3,2,2,3,1,4,2,5,1,2,1,3,1,3,1,2,1,2,1,1,3,19,14,31,20,29,17,14,13,9,11,2
"c10g75","c","10","gk5",15,"Female","Germany",0,9.5,"Realschulabschluss","Realschulabschluss","German","English","Dutch","French",NA,"German","Home","English","School","French","School","Dutch","School",NA,NA,50,40,0,10,0,100,5,6,13,6,12.5,8,11,0.5,0,0,5,6,8,6,0,"0",5,4,6,5,9,0,0,0,10,10,5,5,70,0,100,NA,11,NA,14,1,2,3,5,1,1,3,3,4,2,3,3,1,1,1,5,4,1,1,1,1,6,2,1,1,1,1,6,3,1,4,23,14,34,16,28,21,15,19,7,18,4
"c10g76","c","10","gk5",15,"Male","Germany",0,9.5,"Vocational education","Doctorate","German","English","French","Dutch",NA,"German","Home","English","School","French","School","Dutch","School",NA,NA,90,7,0,3,0,100,3,6,NA,6,10,6,10,0,0,0,7,8,10,9,0,"0",0,10,2,0,8,5,0,0,0,55,5,0,20,20,100,NA,8,NA,11,3,4,1,3,2,2,4,3,2,4,4,4,2,2,3,1,2,5,2,1,6,5,1,1,2,1,6,5,1,1,1,23,18,34,19,27,20,20,15,14,21,5
"c10g77","c","10","gk5",15,"Male","Germany",0,9.5,"Vocational education","Vocational education","German","English","French","Spanish",NA,"German","Home","English","School","French","School","Spanish","Home",NA,NA,70,20,5,5,0,100,4,6,NA,6,10,6,NA,0,0,0,7,8,7,7,5,"4",8,8,7,8,8,7,5,5,5,40,10,10,10,15,100,NA,11,NA,8,4,3,2,3,3,2,3,4,4,3,4,2,3,4,4,3,2,3,1,1,5,6,5,3,1,1,4,4,3,2,4,23,10,33,16,23,23,19,18,15,12,7
"c10g78","c","10","gk5",16,"Male","Germany",0,9.5,"IDK","Bachelor, Diplom","German","English","Latin",NA,NA,"German","Home","English","School","Latin","School",NA,NA,NA,NA,95,5,0,0,0,100,2,7,NA,12,NA,12,NA,0,0,0,3,7,7,4,1,"3",4,6,6,4,7,5,0,1,5,50,0,5,30,9,100,NA,8,NA,11,4,3,1,2,2,3,4,3,5,4,4,3,3,3,2,5,2,4,1,1,1,2,2,2,1,1,1,3,3,3,3,24,8,30,13,29,21,14,10,0,0,0
"c10g79","c","10","gk5",16,"Male","Germany",0,10.5,"IDK","Realschulabschluss","German","Turkish","English","Latin","Other","Turkish","Home","German","School","English","School","Latin","School","Other","Home",30,60,5,2.5,2.5,100,6,6,15,10,14,6,12,0,0,0,7,6,6,7,0,"0",3,10,7,0,8,4,0,0,0,60,10,0,15,15,100,NA,8,NA,11,3,4,1,3,4,1,5,5,2,3,3,3,3,3,2,5,1,4,1,1,3,2,2,2,1,1,1,2,2,1,3,19,17,25,17,28,22,17,9,4,10,2
"c10g80","c","10","gk5",15,"Female","Germany",0,9.5,"IDK","Doctorate","German","English","French","Dutch","Other","German","Home","Other","Community","French","School","English","School","Dutch","School",65,5,5,15,10,100,5,6,NA,9,NA,9,NA,0,0,0,7,5,5,7,2,"2",4,9,6,2,7,7,0,1,9,50,20,5,10,5,100,NA,11,NA,11,3,3,2,2,2,2,2,1,4,3,2,2,1,1,2,3,2,3,1,1,1,5,2,3,1,1,1,4,1,1,4,26,13,32,20,30,23,12,18,10,9,5
"c10g81","c","10","gk5",15,"Male","Germany",0,9.5,"Realschulabschluss","Realschulabschluss","German","English","French","Spanish","Korean","German","Home","English","School","Other","Community","French","School","Spanish","Other",50,30,2,10,8,100,5,6,10,7,10,10,10,0,1,0,8,10,9,9,0,"10",0,10,8,10,10,6,1,12,14,30,6,4,30,3,100,NA,7,NA,7,4,4,3,3,3,1,3,1,3,1,4,3,3,3,3,3,3,5,1,1,6,6,2,6,1,1,6,6,2,6,3,28,14,34,18,27,20,18,16,12,17,11
"c10g82","c","10","gk5",16,"Female","Germany",0,9.5,"(Fach-)Abitur","IDK","German","English","French","Dutch",NA,"German","Home","English","School","French","School","Dutch","School",NA,NA,85,10,0,5,0,100,5,7,12,11,12,7,12,0.5,0,0,7,7,7,7,3,"5",6,9,9,7,8,8,1,1,6,40,10,2,10,30,100,NA,8,NA,14,1,2,3,4,2,4,3,4,4,3,4,2,2,3,2,4,2,5,1,1,1,6,1,3,1,1,1,6,1,3,2,21,13,31,16,28,19,17,14,11,18,3
"c10g83","c","10","gk5",15,"Female","Germany",0,9.5,"Vocational education","(Fach-)Abitur","German","English","French","Dutch",NA,"German","Home","English","Other","French","School","Dutch","School",NA,NA,45,35,5,15,0,100,7,7,12,10,13,10,11,0,0,0,10,10,10,10,8,"6",6,4,7,9,10,10,2.5,2.5,2.5,5,2.5,5,40,40,100,NA,14,NA,11,1,4,1,3,1,5,1,1,2,4,2,2,2,4,5,2,4,5,3,1,1,6,4,3,1,1,1,5,4,2,4,30,20,35,20,30,29,27,28,25,30,8
"c10g84","c","10","gk5",16,"Female","Germany",0,9.5,"Master, Staatsexamen","(Fach-)Abitur","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,70,20,10,0,0,100,4.5,7,10,12,11,12,13,0,0,0,6,5,8,7,2,"2",5,6,7,4,9,9,3,4,3,20,5,5,20,40,100,NA,8,NA,5,3,2,1,3,3,4,3,2,4,2,4,2,3,3,2,4,4,4,1,1,1,4.5,1,1,1,1,1,3,1,1,3,23,15,24,19,25,19,10,13,13,4,0
"c11g01","c","11","gk2",16,"Male","Germany",0,11,"Vocational education","Bachelor, Diplom","German","English","Polish","Dutch","French","German","Home","Other","Home","English","School","French","School","Dutch","School",60,20,15,4,1,100,4,6,12,9,13,7,12,0,0,0,8,7,8,6,8,"5",9,10,4,10,6,9,20,10,5,25,5,15,5,15,100,"GK",8,"GK",8,3,4,1,2,2,2,3,2,2,4,3,4,2,2,3,3,2,4,2,2,6,4,3,3,2,2,4,3,2,3,4,26,13,33,17,29,25,24,26,17,26,11
"c11g02","c","11","gk2",17,"Male","Other",12,11,"Master, Staatsexamen","Bachelor, Diplom","Other","German","English","French",NA,"Other","Home","English","School","French","School","Other","School",NA,NA,45,10,0,45,0,100,5,6,10,10,12,12,13,0.5,2,0,6,7,10,5,6,"0",8,10,5,8,9,3,10,0,50,35,0,25,20,0,140,"GK",6,"GK",6,3,4,2,3,2,3,5,4,4,3,5,3,3,4,3,4,4,4,1,1,4,4,2,2,1,1,3,3,1,2,2,36,10,25,7,29,22,17,21,11,20,3
"c11g03","c","11","gk2",16,"Male","Germany",0,10.5,"Vocational education","Master, Staatsexamen","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,84,15.9,0.1,0,0,100,4,6,NA,6,20,6,21,0.5,0,0,4,7,6,5,3,"1",1,4,0,0,7,2,15,1,2,18,3,0,60,1,100,"GK",6,"GK",8,1,1,2,4,4,1,4,4,4,3,3,5,2,3,2,5,2,2,1,1,4,3,2,2,1,1,3,2,1,1,4,19,19,33,18,29,29,21,25,18,23,9
"c11g04","c","11","gk2",16,"Male","Germany",0,10.5,"Doctorate","Doctorate","German","English","Italian","Latin",NA,"German","Home","English","School","Latin","School","Italian","Other",NA,NA,63,30,1,6,0,100,4,6,12,11,14,12,14,0,0,0,7,8,7,5,1,"8",4,8,6,7,0,2,2,30,5,15,2,43,0,3,100,"GK",10,"GK",11,3,4,4,3,3,2,2,3,2,4,4,2,4,4,3,4,1,3,1,1,3,2,2,2,1,1,2,1,1,1,3,30,16,36,16,30,30,29,22,28,30,17
"c11g05","c","11","gk2",16,"Male","Germany",0,11,"Vocational education","Doctorate","German","English","Dutch","French",NA,"German","Home","English","School","French","School","Dutch","School",NA,NA,76,18,1,5,0,100,4,5,12,9,13,6.5,10,0.5,0,0,8,6,7,7,8,"9",7,10,5,8,9,10,15,15,5,10,5,15,20,15,100,"GK",8,"GK",9,3,4,2,2,2,2,3,3,2,4,4,4,2,4,3,2,3,4,3,2,4,5,3,3,2,1,3,4,2,2,3,25,12,30,15,30,24,18,25,16,21,8
"c11g06","c","11","gk2",17,"Male","Germany",0,10.5,"Vocational education","Vocational education","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,85,15,0,0,0,100,2,6,21,6,20,6,22,0.25,0,0,2,5,4,3,0,"0",1,4,1,5,0,2,0,0,3,77,3,2,5,10,100,"GK",5,"GK",7,1,2,2,4,3,2,5,4,4,3,3,4,2,3,2,5,2,3,1,1,2,2,2,3,1,1,2,2,2,3,1,19,18,30,19,30,24,16,17,16,19,3
"c11g07","c","11","gk2",17,"Female","Germany",0,11,"Doctorate","Doctorate","Other","German","English","French",NA,"Other","Home","German","School","English","School","French","School",NA,NA,40,45,10,5,0,100,6,6,NA,8.5,NA,9,15,0,0,0,7,8,8,7,1,"1",5,8,7,1,4,2,1,2,5,40,40,1,10,1,100,"GK",13,"GK",14,4,4,1,2,2,3,3,2,2,3,4,1,3,3,4,2,1,4,2,1,1,3,1,3,2,1,1,2,1,2,2,21,12,20,18,30,25,22,22,19,28,5
"c11g08","c","11","gk2",16,"Female","Germany",0,10.5,"IDK","IDK","German","English","Latin","French",NA,"German","Home","English","School","French","Community","Latin","School",NA,NA,60,38,1,1,0,100,4,8,13,8,12,8,13,0,0,0,7,8,9,8,5,"6",7,10,3,7,8,9,2,3,3,50,2,5,20,15,100,"GK",6,"GK",6,3,4,2,3,5,4,1,3,4,3,2,3,2,4,2,4,3,4,1,1,2,6,5,5,1,1,1,6,5,6,3,22,8,32,17,30,24,19,23,18,23,12
"c11g09","c","11","gk2",16,"Male","Germany",0,11,"Vocational education","Vocational education","German","English","Latin",NA,NA,"German","Home","English","School","Latin","School",NA,NA,NA,NA,85,15,0,0,0,100,3,7,13,9,12,9,15,3,0,0,7,6,7,4,7,"3",8,10,3,8,8,6,10,5,5,50,3,10,15,2,100,"GK",11,"GK",11,4,5,1,1,2,4,2,2,4,5,5,4,2,3,3,3,1,4,1,3,3,6,4,3,1,1,2,6,4,2,4,26,18,32,18,30,28,20,19,25,26,14
"c11g10","c","11","gk2",16,"Female","Germany",0,10.5,"Doctorate","Bachelor, Diplom","German","Dutch","English","Latin",NA,"German","Home","English","School","Latin","School","Dutch","School",NA,NA,60,20,1,19,0,100,4,8,12,8,11,8,11,0,0,0,7,6,7,7,2,"2",2,8,8,4,6,6,5,5,5,25,20,10,18,12,100,"GK",8,"GK",11,3,4,3,3,2,2,3,3,5,3,4,4,3,4,3,4,2,4,2,2,2,3,2,3,1,1,2,3,1,2,3,16,15,31,18,30,26,14,17,3,10,2
"c11g11","c","11","gk2",16,"Male","Germany",0,11,"Bachelor, Diplom","Doctorate","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,92,7.3,0.7,0,0,100,5,7,11,10,12,10,14,2,0,0,9,10,8,7,4,"6",6,8,1,9,9,6,2.7,6.9,6.9,22.2,0.3,26,25,10,100,"GK",12,"GK",12,3,4,1,1,1,2,1,2,2,5,4,3,3,5,3,2,2,5,1,1,4,4,1,3,1,2,4,3,1,4,5,22,17,30,20,30,28,24,27,24,29,13
"c11g12","c","11","gk2",18,"Male","Germany",0,11,"(Fach-)Abitur","Realschulabschluss","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,80,20,0,0,0,100,5,7,13,8,13,8,15,0,0,0,6,6,8,7,3,"3",7,8,8,2,7,7,0,0,20,50,10,0,10,10,100,"GK",6,"LK",3,3,4,2,2,3,3,3,4,4,3,3,4,3,3,2,3,3,3,1,2,2,2,3,3,1,1,2,2,2,2,3,30,12,30,18,30,24,17,20,15,18,6
"c11g13","c","11","gk2",16,"Male","Germany",0,10.5,"Master, Staatsexamen","Master, Staatsexamen","German","English","Polish","Latin",NA,"Other","Home","German","Home","English","School","Latin","School",NA,NA,5,70,25,0,0,100,3,9,14,13,14,11,15,0,0,0,4,7,8,5,3,"3",8,8,8,8,8,7,0,0,17,17,13,20,20,13,100,"GK",7,"GK",7,4,2,4,3,2,3,2,2,2,4,4,2,4,4,2,2,2,4,2,1,3,3,NA,3,1,1,3,3,3,3,2,30,17,33,19,30,29,29,28,26,29,20
"c11g14","c","11","gk2",16,"Female","Germany",0,11,"Master, Staatsexamen","Master, Staatsexamen","German","English","French","Dutch",NA,"German","Home","English","School","French","School","Dutch","School",NA,NA,85,5,7,3,0,100,NA,6,NA,10,NA,10,NA,12,0,0,3,5,3,2,0,"0",3,9,9,5,9,9,0,0,0,88,5,2.5,2.5,2,100,"GK",8,"LK",11,3,4,2,3,4,3,4,2,4,2,1,3,1,4,3,4,3,5,1,1,1,4,2,2,1,1,1,2,2,2,1,6,20,29,17,30,20,16,21,8,13,2
"c11g15","c","11","gk2",16,"Male","Germany",0,10.5,"(Fach-)Abitur","Realschulabschluss","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,65,34,1,0,0,100,5,6,12,9,12,9,12,0,0,0,7,9,9,8,2,"1",8,6,7,4,7,3,3,0,40,30,10,7,5,5,100,"GK",11,"GK",8,4,4,1,2,1,4,1,3,2,4,5,1,3,3,4,2,1,2,2,1,6,3,3,4,2,1,6,2,3,4,5,40,18,37,14,30,30,30,30,30,30,29
"c11g16","c","11","gk2",16,"Female","Other",3.5,11,"Bachelor, Diplom","IDK","German","Other","English","French",NA,"Other","Home","German","School","English","School","French","School",NA,NA,44,50,6,0,0,100,4,6,NA,10,NA,10,NA,0,0,0,5,7,7,5,3,"0",6,5,0,6,9,5,1,0,3,20,0,10,60,6,100,"GK",11,"GK",12,2,3,1,2,2,4,2,2,4,3,2,4,2,3,4,2,3,4,1,1,1,6,1,3,1,1,1,6,1,1,3,27,7,29,17,29,20,10,10,6,11,1
"c11g17","c","11","gk3",17,"Male","Germany",0,11,"Vocational education","(Fach-)Abitur","German","English","Dutch","French",NA,"German","Home","English","School","French","School","Dutch",NA,NA,NA,70,20,0,10,0,100,4,7,12,12,14,11,14,0,0,0,6,9,6,4,7,"5",3,9,6,4,7,5,10,8,5,30,20,7,10,10,100,"GK",8,"GK",8,3,3,1,2,2,2,2,4,4,3,2,2,3,3,1,1,2,3,1,2,3,3,3,3,1,2,3,3,3,4,3,28,12,34,17,30,24,18,19,16,21,8
"c11g18","c","11","gk3",17,"Female","Germany",0,11,"Vocational education","Bachelor, Diplom","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,70,20,10,0,0,100,4,7,13,11,13,10,13,0,0,0,4,7,6,5,1,"1",6,9,6,6,6,10,1,1,8,27,10,10,10,33,100,"GK",11,"GK",12,3,3,1,1,2,4,2,4,4,3,4,1,3,4,3,5,2,4,3,1,2,5,3,4,3,1,1,6,1,5,3,28,11,36,18,29,26,20,24,21,23,10
"c11g19","c","11","gk3",16,"Male","Germany",0,10.5,"(Fach-)Abitur","Realschulabschluss","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,80,18,2,0,0,100,4,7,13,7,13,7,13,0.5,0,0,7,6,8,8,0,"0",0,10,2,5,8,8,0,0,0,60,0,5,25,10,100,"GK",6.5,"GK",8,2,3,2,2,2,3,3,2,3,4,3,4,3,2,3,2,2,4,1,1,2,6,1,3,1,1,2,6,1,3,3,23,14,30,19,30,28,21,21,13,21,9
"c11g20","c","11","gk3",16,"Male","Germany",0,10.5,"Bachelor, Diplom","Doctorate","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,80,15,5,0,0,100,4,8,14,11,12,11,14,0,0,0,6,7,8,7,2,"2",4,8,5,7,9,9,2,2,6,20,5,10,35,20,100,"GK",8,"GK",10,3,4,2,2,2,3,2,2,4,4,3,3,3,3,2,2,3,3,1,1,3,6,3,3,1,1,2,5,3,2,3,26,18,36,19,30,25,23,19,12,20,7
"c11g21","c","11","gk3",16,"Male","Germany",0,10.5,"Vocational education","Vocational education","German","English","Dutch","French",NA,"German","Home","English","School","Dutch","School","French","School",NA,NA,75,25,0,0,0,100,4,8,13,8,13,8,13,0,0,0,7,3,7,3,2,"5",7,10,6,7,7,9,0,10,10,30,10,10,20,20,110,"GK",7,"GK",9,3,4,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,2,1,4,5,4,3,1,1,3,4,2,3,2,24,11,33,18,25,18,14,20,13,19,11
"c11g22","c","11","gk3",17,"Male","Germany",0,11,"Master, Staatsexamen","Doctorate","German","English","Dutch","French",NA,"German","Home","English","School","French","School","Dutch","School",NA,NA,89,10,0,1,0,100,6,8,13,10,13,11,13,1,0,0,8,9,9,9,2,"2",4,9,2,7,8,5,5,2,3,10,0,10,60,10,100,"GK",12,"GK",11,3,5,2,4,1,1,2,2,3,5,5,3,2,2,1,1,2,3,1,1,3,6,2,2,1,1,3,6,2,2,3,28,14,31,17,30,30,29,27,27,27,19
"c11g23","c","11","gk3",17,"Male","Germany",0,11,"Master, Staatsexamen","Doctorate","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,89,10,1,0,0,100,4,8,16,11,15,9,15,1,0,0,8,7,8,5,7,"6",8,10,8,7,9,9,5,5,5,30,15,5,20,15,100,"GK",11,"GK",11,3,4,1,1,1,3,1,1,4,3,5,5,3,4,4,2,1,3,2,2,1,5,3,4,1,3,1,4,2,5,3,31,12,38,19,29,23,19,23,16,25,3
"c11g24","c","11","gk3",17,"Female","Germany",0,11,"(Fach-)Abitur","Bachelor, Diplom","German","English","French","Spanish",NA,"German","Home","English","School","French","School","Spanish","Home",NA,NA,80,10,8,2,0,100,5,8,12,8,11,10,12,1,0.5,0,8,8,8,7,3,"7",4,8,3,4,3,3,10,20,10,25,5,10,5,5,90,"GK",11,"GK",8,2,2,2,3,2,2,4,3,4,3,3,2,2,2,3,3,2,4,2,2,1,2,2,2,1,1,1,2,2,2,2,18,16,34,19,28,27,22,18,19,1,0
"c11l01","c","11","lk1",17,"Female","Germany",0,11.5,"Vocational education","Vocational education","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,50,35,15,0,0,100,6,7,13.5,8,14.5,8,12.5,1,0,0,8,7,9,8,2,"1",6,9,3,8,8,8,10,5,5,35,10,15,15,5,100,"LK",14,"GK",14,3,4,1,3,2,3,1,2,4,4,4,1,2,5,3,4,2,4,3,3,1,5,2,2,3,2,1,5,2,1,4.5,26,11,37,14,30,28,20,25,16,28,14
"c12g01","c","12","gk1",17,"Female","Germany",0,11.5,"Master, Staatsexamen","Vocational education","German","English","Dutch ","Latin","Other","German","Home","English","School","Latin","School","Dutch","School","Other","Home",75,10,6,8,1,100,6,6,16,8,17,6,NA,1,0.5,0.5,8,10,8,7,2,"0",7,7,9,10,9,1,1,0,20,10,7,60,1,1,100,"GK",14,"GK",14,4,4,1,2,2,3,1,2,3,4,4,4,3,4,4,2,1,3,3,1,2,3,2,3,2,1,2,2,1,1,4,27,18,35,18,30,30,24,26,26,25,16
"c12g02","c","12","gk1",18,"Male","Germany",0,12,"(Fach-)Abitur","Doctorate","German","English","Dutch ","Latin",NA,"German","Home","English","School","Dutch","School","Latin","School",NA,NA,60,20,15,5,0,100,5,6,10,13,11,10,13,1,0,0.5,6,7,7,4,1,"5",3,7,4,4,4,2,2,15,3,40,30,5,3,2,100,"GK",7,"LK",7,2,3,3,4,2,2,4,3,4,3,4,2,2,3,2,4,2,3,1,2,3,2,3,2,1,2,2,2,1,2,3,21,11,33,19,30,21,16,17,17,22,8
"c12g03","c","12","gk1",17,"Female","Germany",0,11.5,"Bachelor, Diplom","Doctorate","German","English","French","Other",NA,"German","Home","Other","Home","Other","Home","English","School",NA,NA,60,30,8,2,0,100,6,6,12,10,13,10,13,0.5,0.5,0.5,9,10,10,8,8,"0",8,10,7,6,10,10,3,0,7,20,5,0,50,15,100,"GK",11,"GK",10,4,4,1,2,2,4,1,2,3,5,5,5,4,4,4,2,1,4,1,1,1,4,2,3,1,1,1,4,2,3,3,19,19,34,18,30,28,23,22,22,26,5
"c12g04","c","12","gk1",18,"Female","Germany",0,12,"Vocational education","Vocational education","German","English","Dutch ",NA,NA,"German","Home","English","School","Dutch","School",NA,NA,NA,NA,80,15,5,0,0,100,5,6,13,9,11,11,13,0,0,0,7,8,7,6,5,"0",4,9,4,8,10,8,5,0,0,10,0,15,60,10,100,"GK",10,"LK",8,2,4,2,1,3,2,4,4,4,3,4,2,2,2,2,3,3,4,1,1,1,6,2,3,1,1,1,5,1,1,3,23,13,33,10,29,26,16,16,15,17,1
